date,state,city,weather,light,visibility,fatalities,primary_cause,type,pilot_age,total_hours_model_flown,hours_model_flown_90_days,hours_flown_90_days,total_hours_flown,pilot_certification,engines,aircraft_make,aircraft_model,hours_airframe,remarks
6/1/1978,PA,CORAOPOLIS,Light Snow,Day,null,null,Failed to Avoid Objects or Obstructions,Collision With Trees,48,342,null,null,8286,null,2,AGUSTA,A109,null,ROTOR BLADES STRUCK OVER HANGING TREE LIMBS DURING TAXI.
12/25/1979,OR,HILLSBORO,Hurricane,Day,null,null,null,System Malfunction or Failure,57,275,null,null,2000,null,2,RKWELL,680,null,AIRCRAFT LOST HYDRAULICS ON FINAL APPROACH. FOUND HYDRAULIC LINE CORRODED THROUGH.
2/19/1978,MD,CLINTON,Mountain Wave,Day,null,null,Improper Level Off,Hard Landing,51,6,null,null,108,null,1,BEECH,B19,null,NOSE GEAR COLLAPSED DURING TOUCHDOWN. HARD LATERAL LOAD HAD BEEN IMPOSED FROM NOSE WHEEL FIRST LANDING.
10/13/1979,NJ,MARLBORO,Hurricane,Day,6,null,Miused Carburetor Heat / Deicing Procedure,Collision With Trees,58,195,8,8,195,null,1,PIPER,PA28140,3012,ENGINE QUIT ON DOWNWIND FOR RUNWAY. MISJUDGED GLIDE. HIT TREES SHORT OF RUNWAY. SUSPECT CARBURETOR ICE.
5/12/1979,CA,YREKA,Hurricane,Day,Greater than 10 miles,null,Improper Operation of Flight Controls in Air,Collision With Fences and Posts,46,17,16,20,192,null,1,CESSNA,150,4536,"TOO LOW AND SLOW ON FINAL APPROACH,STRUCK FENCE SHORT OF RUNWAY OF PRIVATE STRIP.POSSIBLE DOWNDRAFT."
12/30/1979,CA,CHINO,Hurricane,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,62,null,null,null,185,null,1,BLANCA,14132,null,PILOT LOST DIRECTIONAL CONTROL. GROUND-LOOPED AIRCRAFT.
12/30/1979,CO,ENGELWOOD,null,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Nose Up or Over,20,52,null,null,65,null,1,CESSNA,152,null,"AIRCRAFT VEERED OFF RUNWAY. STRUCK SNOWBANK, BECAME INVERTED."
12/30/1979,AZ,PHOENIX,Hurricane,Day,Greater than 10 miles,null,null,System Malfunction or Failure,53,500,null,null,5000,null,1,CESSNA,195,null,LANDING GEAR BROKE OFF AFTER TOUCHDOWN.
7/22/1978,CO,COLORADO SPRING,null,Day,Greater than 10 miles,null,null,Gear Collapse,53,250,null,null,1960,null,1,PIPER,PA24,null,"LANDING GEAR COLLAPSED AFTER TOUCHDOWN. NOSE WHEEL STRAIGHTENING BRACKET WAS BENT, ALLOWING NOSE GEAR TO ""HANG UP""."
1/17/1979,NC,DURHAM,Light Snow,Day,4,null,Failed to Maintain Adequate Flying Speed,Stall,31,20,14,14,23,null,1,CESSNA,152,217,STUDENT PILOT PRACTICING LANDINGS ALLOWED AIRCRAFT TO STALL AND MAKE A HARD LANDING.
12/30/1979,FL,MIAMI,Hurricane,Day,null,null,Pilot/Miscellaneous Unsafe Actions,Collision With Other,44,1500,null,null,5030,null,1,CESSNA,206,null,PILOT FELL OUT OF AIRCRAFT WHILE TAXIING. AIRCRAFT STRUCK HOUSE.
1/14/1979,WI,STURGEON BAY,Hurricane,Dusk,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,35,14,14,42,100,null,1,CESSNA,172,2005,"PILOT LOST DIRECTIONAL CONTROL ON TAKEOFF, HIT A SNOWBANK."
3/28/1978,IL,ALEDO,Light Snow,Day,Greater than 10 miles,null,Inadequate Inspection of Aircraft - Preflight,Forced Landing,30,50,null,null,4500,null,1,PIPER,PA25235,null,ENGINE QUIT AFTER LIFT OFF DUE TO WATER IN THE FUEL SYSTEM.
12/15/1979,PA,WEST CHESTER,null,Day,null,null,Improper Level Off,Hard Landing,17,13,null,null,13,null,1,CESSNA,150,null,"STUDENT APPROACHED TOO LOW AND SLOW FOR ELEVATOR CONTROL IN LANDING FLARE, HIT HARD, DAMAGED NOSE GEAR, PROP."
10/19/1979,CA,PALO ALTO,Light Snow,Night,7,2,null,Collision With Birds,33,197,97,121,3331,null,2,SWRNGN,SA26AT,2300,LEFT ENGINE STALLED AT OR NEAR TOUCHDOWN DUE TO BIRD INGESTION. AIRPLANE LIFTED OFF. ROLLED OVER. CRASHED INVERTED.
12/15/1979,NY,FARMINGDALE,null,Day,null,null,null,Forced Landing,59,null,null,null,28,null,1,CESSNA,150,null,"AFTER TAKEOFF, ENGINE RAN ROUGH, THEN QUIT DURING LANDING ROLL. CAUSE WAS FOULED PLUGS."
3/9/1978,CA,FRESNO,null,Day,null,null,Inadequate Inspection of Aircraft - Preflight,Forced Landing,56,250,null,null,11300,null,1,PIPER,PA18A150,null,ENGINE STOPPED DUE TO VACUUM IN THE TANK. PILOT USING A NON-VENTED CAP. RIGHT TANK WAS NOT FUELED DUE TO FUEL LEAK.
2/28/1979,KS,COFFEYVILLE,Light Snow,Night,5,null,Other/Miscellaneous,Fire or Explosion - On Ground,29,220,null,null,400,null,1,CESSNA,T210M,270,AIRCRAFT AT RUN-UP POSITION CAUGHT FIRE. CAUSE UNDETERMINED.
12/15/1979,TX,ROANOKE,Hurricane,Night,null,null,Forgot to Extend Landing Gear,Wheels - Up Landing,30,70,null,null,180,null,1,CESSNA,P210N,null,PILOT FORGOT TO LOWER GEAR BEFORE LANDING.
12/15/1979,TX,DALLAS,Hurricane,Day,Greater than 10 miles,null,Miscellaneous Misuse - Fuel System,Forced Landing,28,10,null,null,79,null,null,BEECH,23,null,ENGINE QUIT FROM FUEL STARVATION DUE TO IMPROPER FUEL MANAGEMENT. PILOT MADE SAFE DEAD STICK LANDING.
12/15/1979,CA,CONCORD,Hurricane,Day,3,null,Improper Operational Brake - Flight Control-Ground,Hard Landing,49,50,null,null,300,null,1,GULSTM,AA1,null,"AIRCRAFT MADE HARD LANDING IN GUSTY WIND, BOUNCED OFF RUNWAY, DAMAGED LEFT WING TIP."
9/30/1979,WI,WATERTOWN,Hurricane,Day,Greater than 10 miles,null,Continued Aircraft Speed - Exceeded Load Design,Airframe Failure - In Flight,39,null,null,null,7308,null,1,AMTRBW,FLYBABY1,323,PERFORMED AEROBATICS BELOW 150 FT. AIRCRAFT WING SEPARATED. AIRCRAFT PLACARDED AGAINST AEROBATICS. ALCOHOL INVOLVED.
2/27/1978,IN,ANDERSON,Hurricane,Day,5,null,Selected Unsuitable Terrain,Collision With Other,26,90,null,null,125,null,1,PIPER,PA28180,null,AIRCRAFT SKIDDED ON ICE DURING TAKEOFF ROLL. WINGTIP STRUCK SNOWBANK.
8/21/1979,OK,PAULS VALLEY,Hurricane,Day,Greater than 10 miles,null,null,Forced Landing,34,54,10,230,3345,null,1,PIPER,PA22,2152,PILOT REPORTED ENGINE QUIT AFTER SWITCHING FUEL TANKS AFTER LONG DESCENT. CRASH-LANDED.
12/15/1979,PA,WASHINGTON,null,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,24,20,null,null,48,null,1,BEECH,C23,null,"STUDENT LOST DIRECTIONAL CONTROL DURING CROSSWIND LANDING, LEFT RUNWAY. DAMAGED LEFT WING TIP, AILERON."
12/15/1979,KS,NEWTON,Hurricane,Day,null,null,Failed to Avoid Objects or Obstructions,Collision With Other,37,210,null,null,460,null,1,AMTRSX,CASSUTT3M,null,"PILOT'S PANTS LEG CAUGHT AND ADVANCED THROTTLE WITH ENGINE RUNNING ON RAMP.AIRCRAFT MOVED,STRUCK PARKED C210,N5417C."
9/12/1979,VA,OAK GROVE,Wind,Day,Greater than 10 miles,null,null,Forced Landing,47,6000,200,200,15000,null,1,GULSTM,G164A,4881,FORCED LANDING IN TREES DUE TO ENGINE FAILURE. CAUSE OF FAILURE NOT DETERMINED.
12/17/1979,HI,HONOLULU,Hurricane,Day,Greater than 10 miles,null,null,Gear Collapse,35,160,null,null,550,null,2,CESSNA,310,null,"MAIN GEAR COLLAPSED ON LANDING. GEAR ACTUATOR #08940004 ARM TRAVEL LED BEYOND STOP, BROKE IT, GEAR FOLDED."
12/18/1979,OH,FINDLAY,Hurricane,Day,10,null,Unsuitable Terrain Snow/Ice Area,Collision With Trees,34,300,null,null,520,null,1,CESSNA,172,null,"PILOT LANDED ON ICE COVERED 20 FOOT WIDE RUNWAY, LOST DIRECTIONAL CONTROL, RAN OFF RUNWAY INTO TREES."
12/18/1979,FL,KEY WEST,Hurricane,Day,10,null,null,Gear Collapse,64,24,null,null,3000,null,2,BEECH,95,null,"PILOT LOWERED GEAR FOR LANDING, LOST ALL ELECTRICAL POWER. GEAR COLLAPSED ON LANDING. PROBLEMS DUE TO BAD BATTRY."
7/22/1979,IL,ROCKFORD,Hurricane,Day,7,null,null,Uncontrollable Collision With Ground,31,130,35,35,130,null,1,AMTRBX,BENSENB8M,67,PROP HUB GLAND NUT CAME LOOSE. PROP HIT ROTOR. GYROCOPTER CRASHED OUT OF CONTROL.
2/23/1978,OK,OKLAHOMA CITY,Weather Non-Factor,Day,null,null,Forgot to Extend Landing Gear,Wheels - Up Landing,32,19,null,null,3300,null,2,SWRNGN,SA26AT,null,"WHEN PROP TIPS STRUCK THE RUNWAY, THE PILOT WENT AROUND SUCCESSFULLY. REALIZED GEAR WAS NOT DOWN."
6/12/1979,NC,SHELBY,null,Day,Greater than 10 miles,null,Poor Preflight Plan - Fuel Quantity,Controllable Collision With Ground,39,48,7,7,63,null,1,CESSNA,150,1568,"STUDENT PILOT ON SOLO CROSS COUNTRY BECAME LOST, RAN OUT OF FUEL, CRASH LANDED."
12/15/1979,PA,BEAVER FALLS,null,Day,7,null,Improper Level Off,Hard Landing,27,114,null,null,1349,null,2,PIPER,PA34200,null,"NOSE GEAR COLLAPSED ON LANDING. NOSE LANDING GEAR DOWN LOCK SYSTEM DAMAGED, POSSIBLE HARD LANDING."
12/18/1979,FL,CLEARWATER,Light Snow,Day,null,null,null,Propeller Malfunction or Failure,58,500,null,null,20000,null,1,BEECH,K35,null,PILOT ABORTED TAKEOFF DUE TO ENGINE VIBRATION. PROP BALANCE WEIGHT PN 278241 HAD VAILED.
2/5/1979,FL,MIAMI,Light Snow,Night,6,1,null,Fire or Explosion - In Flight,41,null,null,null,6000,null,2,PIPER,PA23250,2033,FIRE IN ENGINE AFTER TAKEOFF. WAS OBSERVED TO MAKE A DESCENDING TURN UNTIL GROUND CONTACT. FOUND LOOSE OIL LINE.
2/17/1979,IL,CHAMPAIGN,Light Snow,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,45,12,10,54,58,null,1,CESSNA,152,2550,"STUDENT PILOT LOST CONTROL OF AIRCRAFT DURING LANDING ROLL ON ICY RUNWAY, STRUCK SNOWBANK."
7/16/1978,OH,WILLOUGHBY,Hurricane,Dusk,7,null,null,Forced Landing,28,150,null,null,1600,null,null,PIPER,PA28/,null,"ENGINE STOPPED WHEN AN EXTERNAL OIL LINE FAILED. LINE WAS DAMAGED BY HEAT FROM EXHAUST STACK, WAS TOO CLOSE."
11/9/1979,NV,ELKO,Hurricane,Day,Greater than 10 miles,null,Inadvertant Retrieval of Landing Gear,Gear Collapse,57,85,27,27,5630,null,1,BEECH,3533,2481,LDG GEAR RETRACTED ON LDG ROLL. NO LDG GEAR MALFUNCTIONS FOUND AFTER ACCIDENT.
12/18/1979,SD,RAPID CITY,Hurricane,Day,Greater than 10 miles,null,null,System Malfunction or Failure,39,200,null,null,1100,null,1,CESSNA,A185F,77,"DURING LANDING, VALVE STEM ON INNER TUBE SHEARED OFF, TIRE BLEW OUT. NO DAMAGE TO AIRCRAFT."
12/18/1979,CA,CHICO,Hurricane,Day,10,null,null,Gear Collapse,55,null,null,null,null,null,1,BEECH,V35,null,"ON TAKEOFF, GEAR WOULD NOT RETRACT NOR FULLY EXTEND. LANDED. GEAR PARTIALLY COLLAPSED. CAUSE NOT FOUND."
8/30/1979,CA,RANCHO PALOS VE,Hurricane,Dusk,10,null,Selected Unsuitable Terrain,Nose Up or Over,32,2,2,3,2000,null,1,CESSNA,150,394,PILOT KIDNAPPED HIS SON. FLEW UNTIL FUEL EXHAUSTION. LANDED ON ROUGH TERRAIN.
4/1/1978,AK,ANCHORAGE,Hurricane,Day,null,null,Improper Operational Brake - Flight Control-Ground,Collision With Other,30,null,null,null,null,null,1,PIPER,PA18,null,AIRCRAFT STRUCK SNOWBANK ALONG SIDE OF RUNWAY AFTER LANDING.
10/14/1979,MN,EVELETH,Fog,Day,Greater than 10 miles,null,Landing Far Down / Land Area Overshot,Overshoot Landing,46,132,9,11,171,null,1,PIPER,PA28140,3000,LANDED FAST HALFWAY DOWN RUNWAY. UNABLE TO STOP. RAN OFF END OF RUNWAY.
12/8/1979,CA,SAN JOSE,null,Day,Greater than 10 miles,null,Poor Preflight Plan - Fuel Quantity,Forced Landing,47,100,null,null,4500,null,1,GRTLKS,2,null,TWO INSTRUCTORS RAN OUT OF FUEL. NEITHER LOOKED IN GAS TANK.
12/13/1979,CO,BROOMFIELD,Hurricane,Day,null,null,Misused Mixture Control,Collision With Other Buildings,48,260,null,null,340,null,1,CESSNA,182,null,"ENGINE FAILED AT LEVEL-OFF. POSSIBLE CARBURETOR ICE AND/OR MIXTURE FULL LEAN. LANDED IN FIELD, NOSE WHEEL DAMAGED."
12/30/1979,NY,ELMIRA,Hurricane,Day,10,null,Landed Short,Undershoot Landing,36,7,7,7,257,null,null,SCWZER,SGS126E,503,MADE LOW PATTERN HIGH SINK RATE ON FINAL. HIT UP SLOPE SHORT OF RUNWAY.
8/26/1979,ME,BANGOR,Hurricane,Day,Greater than 10 miles,null,null,Collision With Trees,40,393,6,6,1015,null,1,PIPER,PA22150,2385,"PILOT CLAIMS ENGINE LOST POWER ON CLIMB OUT. LANDED IN TREES. ENGINE OK. POSSIBLE FOREIGN OBJECT,FUEL RESTRICTION."
4/15/1979,CA,BIG BEAR CITY,Hurricane,Dusk,Greater than 10 miles,2,Insufficient Terrain Clearance in Route,Controllable Collision With Ground,35,99,42,44,199,null,1,CESSNA,170,2757,THE ACFT FLEW INTO MOUNTAIN AT 8600 FOOT LEVEL. VFR WEATHER CONDITIONS EXISTED.
4/9/1979,KS,GARDNER,Light Snow,Day,6,null,Inadequate Flight/Ground Training - Procedures,Forced Landing,27,803,35,37,1657,null,2,MTSBSI,MU2B,4054,FORCED LANDING DUE TO DOUBLE ENGINE FAILURE. WATER FOUND IN FUEL TANKS AND IN FUEL TRUCK.
12/13/1979,TX,TOMBALL,Hurricane,Day,5,null,Forgot to Extend Landing Gear,Wheels - Up Landing,26,1800,null,null,4300,null,1,CONAER,LA4A,null,PILOT FAILED TO EXTEND GEAR FOR LANDING.
12/13/1979,CA,NOVATO,Light Snow,Day,null,null,Forgot to Extend Landing Gear,Wheels - Up Landing,66,null,null,null,20000,null,2,PIPER,PA31350,null,"CREW FAILED TO LOWER GEAR FOR LANDING, DID GO-AROUND AFTER PROP TIPS HIT RUNWAY, LANDED SAFELY."
5/18/1978,MD,HAGERSTOWN,Light Snow,Day,5,null,Failed to Follow Approved Procedure/Instruction,Collision With Other,65,506,null,null,519,null,2,BEECH,B95,null,PILOT INSTRUCTED TO TURN LEFT. MADE RIGHT TURN ONTO TAXIWAY AND RAN INTO DITCH.
12/13/1979,OK,OKMULGEE,Whirlwind,Day,null,null,Forgot to Extend Landing Gear,Wheels - Up Landing,27,10,null,null,304,null,2,BEECH,76,null,BOTH EXAMINER AND APPLICANT FORGOT TO LOWER GEAR FOR LANDING DURING ENGINE OUT MULTIENGINE FLIGHT TEST LANDING.
8/22/1979,ND,LEEDS,Light Snow,Day,5,null,Failed to Avoid Objects or Obstructions,Collision With Other,54,80,6,6,91,null,1,PIPER,PA18,2877,STUDENT PILOT ATTEMPTED TO HERD COWS WITH HIS AIRPLANE. HIT CATTLE AND CRASHED.
6/10/1979,NV,RENO,Hurricane,Day,Greater than 10 miles,null,Failed to Correct for Drift,Collision With Other,50,null,10,10,550,null,1,CESSNA,170,1562,"HIGH DENSITY ALTITUDE. AIRCRAFT FORCED OFF GROUND IN STALLED ATTITUDE, DRIFTED INTO SAGEBRUSH."
12/13/1979,CA,SAN JOSE,null,Day,null,null,null,Wheels - Up Landing,32,20,null,null,2000,null,1,PIPER,PA28R180,null,PILOT LANDED WITH LEFT MAIN GEAR JAMMED IN UP POSITION. IMPROPER OVERSIZE BOLT ON GEAR DOOR CAUGHT LIP OF WHEELWELL.
10/26/1979,FL,ARCHER,Light Snow,Day,10,null,Failed to Avoid Objects or Obstructions,Collision With Trees,32,36,4,10,606,null,1,BLANCA,7,467,PILOT HIT A TREE WHILE MAKING HIS APPROACH TO PICK UP AN ADVERTISING BANNER.
9/21/1979,MN,MINNEAPOLIS,Hurricane,Day,Greater than 10 miles,null,null,Gear Collapse,68,5,1,1,393,null,1,AMTRPL,AIRCAMPER,5,LEFT LANDING GEAR WHEEL & AXLE SEPARATED FROM AIRCRAFT ON LANDING ROLL. VEERED OFF RUNWAY. DEFECT IN WELDING.
12/13/1979,PA,WASHINGTON,Hurricane,Day,2,null,null,Fire or Explosion - On Ground,67,null,null,null,null,null,2,CESSNA,421,null,"TAKEOFF ABORTED DUE TO FIRE IN RIGHT ENGINE. FUEL LINE #CM3758D122C000S, FROM FUEL PUMP LOOSE AT ""B"" NUT."
3/10/1978,WV,HUNTINGTON,Light Snow,Day,2,null,null,Airframe Failure - In Flight,51,25,null,null,9000,null,2,CESSNA,337,null,"DURING PRESSURIZED CLIMB THROUGH 8800 FEET, CABIN DOOR CAME OPEN & SEPARATED. DOOR COULD NOT BE LOCATED."
8/28/1979,IA,OSKALOOSA,Wind,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,null,70,40,40,230,null,1,LUSCOM,8,3245,ALLOWED AIRCRAFT TO GROUND-LOOP ON CROSSWIND LANDING. RAN OFF SIDE OF RUNWAY. HIT SOFT DIRT. FLIPPED OVER.
9/15/1978,AK,YAKUTAT,Hurricane,Day,null,null,Failed to Avoid Objects or Obstructions,Collision With Other,43,1500,null,null,16103,null,1,CESSNA,185,null,AIRCRAFT DRIFTED OFF WET GRASS RUNWAY. STRUCK LOG. HEAVY RAIN A FACTOR.
12/13/1979,MN,MONTICELLO,Hurricane,Day,Greater than 10 miles,null,Improper Operational Brake - Flight Control-Ground,Loss of Directional Control - Ground Loop,41,30,null,null,112,null,1,CESSNA,172,null,"RAN OFF SIDE OF RUNWAY DURING TAKEOFF IN GUSTY CROSSWIND, DAMAGED NOSE GEAR AND PROP."
12/14/1979,KS,SYRACUSE,Hurricane,Day,null,null,Forgot to Extend Landing Gear,Wheels - Up Landing,43,10,null,null,3873,null,1,CESSNA,T210L,null,"PILOT CLAIMED TOTAL ELECTRICAL FAILURE, INSUFFICIENT TIME TO LOWER GEAR MANUALLY, BELLIED IN. ALL FOUND NORMAL."
12/14/1979,CA,SAN JOSE,Hurricane,Night,Greater than 10 miles,null,null,Forced Landing,24,135,null,null,2300,null,2,PIPER,PA31T,null,"LEFT ENGINE MALFUNCTIONED, PILOT LANDED. POWER TURBINE BLADES, STATOR VANES DAMAGED, BROKEN, CAUSE UNKNOWN."
12/19/1979,IN,EVANSVILLE,Hurricane,Day,Greater than 10 miles,null,Improper Level Off,Hard Landing,34,5,null,null,2875,null,2,PIAGIO,P136L1,null,"AIRCRAFT LANDED LONG, BOUNCED HARD, RIGHT MAIN GEAR COLLAPSED. INSPECTION REVEALED SIGNS OF COMPRESSION FAILURE."
3/9/1978,OH,DAYTON,Light Snow,Day,2,null,null,Other/Miscellaneous,38,2500,null,null,12000,null,2,CESSNA,421,null,MAIN GEAR BEARING AND WHEEL FAILED DURING THE LANDING ROLL.
6/3/1978,MT,MILES CITY,Hurricane,Day,Greater than 10 miles,null,null,Engine Malfunction,30,300,null,null,1600,null,1,MOONEY,M20C,null,EXHAUST VALVE FAILED AND EXITED OUT OF EXHAUST PORT. EMERGENCY LANDING MADE SAFELY.
5/25/1979,AL,ALEXANDER CITY,Hurricane,Night,Greater than 10 miles,null,null,Undershoot Landing,44,200,14,14,200,null,1,CESSNA,TU206C,null,ELECTRICAL PROBLEM. ENGINE QUIT IN PATTERN. OVERSHOT RWY. FOUND FAILED ENGINE CYLINDER. LOW BATTERY.
12/11/1979,TN,HENNING,Hurricane,Night,10,null,Selected Unsuitable Terrain,Nose Up or Over,52,null,null,null,null,null,1,CESSNA,150,null,USING AUTO LIGHTS TO LOCATE RUNWAY PILOT LANDED IN SOFT PLOWED GROUND AND FLIPPED OVER.
8/2/1979,AR,KEO,Hurricane,Day,5,null,Pilot/Miscellaneous Unsafe Actions,Loss of Directional Control - Ground Loop,58,311,41,146,18412,null,2,PIPER,PA30,1470,"PILOT LANDED ON SHORT, WET, SOD STRIP AND COULD NOT STOP AIRCRAFT BEFORE REACHING END OF STRIP."
12/22/1979,SD,CHANCELLOR,Hurricane,Day,Greater than 10 miles,null,Other/Miscellaneous,Nose Up or Over,54,250,6,6,250,null,null,RAVEN,RX7,48,MADE NORMAL LANDING IN CUT CORNFIELD. GONDOLA ROTATED ON FURROW. PILOT'S WRIST BROKEN HOLDING RIP CORD.
1/16/1979,KY,ELKTON,Hurricane,Day,Less than 1 mile,null,Continued VFR Flight Into Adverse Weather Conditions,Controllable Collision With Ground,29,9,7,28,73,null,1,CESSNA,182,2189,PILOT MADE A PRECAUTIONARY LANDING DUE TO UNFORECAST INCLEMENT WEATHER.
4/6/1979,OK,TULSA,Wind,Day,null,null,null,Controllable Collision With Ground,47,213,null,14,8800,null,1,CESSNA,210,2994,EMERGENCEY LANDING AFTER LIFT OFF DUE TO ENGINE FAILURE. IMPROPERLY SECURED ROD BEARING CAME LOOSE.
3/17/1979,CA,LOS ANGELES,Hurricane,Day,Greater than 10 miles,2,Aerobatics Below Safe Altitude,Airframe Failure - In Flight,35,7,7,16,4900,null,1,BEECH,D35,9921,PILOT EXCEEDED DESIGN LOAD LIMITS OF ACFT WHILE PERFORMING LOW LEVEL LOOPS. AIRFRAME SEPERATED IN FLIGHT.
5/26/1979,IA,CRESTON,Hurricane,Day,Greater than 10 miles,null,Failed to Correct for Drift,Controllable Collision With Ground,57,124,7,22,206,null,1,UNIVAR,415,1246,LANDED IN SEVERE CROSSWIND DUE TO LOW FUEL SUPPLY. BLOWN OFF SIDE OF RUNWAY BY GUSTY WIND.
11/29/1979,PA,WATSONTOWN,Hurricane,Day,Greater than 10 miles,null,Pilot/Miscellaneous Unsafe Actions,Collision With Trees,23,500,235,235,1126,null,1,PIPER,PA28161,1205,STRUCK POWER LINES WHILE FLYING DOWN RIVER AT 60 FOOT ALTITUDE. CRASHED IN RIVER. AIRPLANE SANK.
12/11/1979,CA,SANTA ANA,null,Dusk,8,null,Forgot to Extend Landing Gear,Wheels - Up Landing,62,2000,null,null,10000,null,1,BEECH,F35,null,"DURING FAMILIZATION, FLIGHT INSTRUCTOR FAILED TO LOWER GEAR FOR LANDING."
12/8/1979,OK,ELK CITY,Hurricane,Night,null,null,null,Forced Landing,40,200,null,null,583,null,1,CESSNA,T210M,null,LANDED GEAR UP ON HIGHWAY AFTER ENGINE FAILURE DUE TO CRANKSHAFT FAILURE.
12/5/1979,LA,CAMERON,Hurricane,Dusk,10,null,Selected Unsuitable Terrain,Collision With Other,36,1500,8,36,9000,null,1,PIPER,PA32260,2199,"PILOT LANDED ON RUNWAY UNDER CONSTRUCTION. AIRCRAFT STRUCK MOUND OF DIRT. FACTORS: DUSK, FAILED TO CHECK NOTAMS."
6/10/1979,AZ,BAGDAD,Light Snow,Day,Greater than 10 miles,null,null,Overshoot Landing,47,729,49,49,2604,null,2,CESSNA,414,921,ROUGH ENGINE. MADE HIGH APPROACH AND LANDED LONG. OVERSHOT THE RUNWAY. FOUND A DEFECTIVE BOOSTE PUMP.
11/21/1979,WA,YAKIMA,Hurricane,Night,Greater than 10 miles,1,Poor Preflight Plan - Fuel Quantity,Controllable Collision With Ground,46,118,20,41,568,null,1,CESSNA,T210M,612,"ACFT ON IFR AT NIGHT, RAN OUT OF FUEL APPROACHING DESTINATION. IMPACTED GROUND ON AN UPSLOPE IN HILLY TERRAIN."
8/22/1979,FL,VALKARIA,null,Day,Greater than 10 miles,null,Delayed Action in Aborted Takeoff,Collision With Trees,24,282,101,103,326,null,1,PIPER,PA28140,4585,INSTRUCTOR ABORTED TAKEOFF. AIRCRAFT RAN OFF END OF RUNWAY AND INTO TREES.
7/10/1979,NH,CONWAY,Hurricane,Day,Greater than 10 miles,null,null,Controllable Collision With Ground,62,1000,50,73,17000,null,1,WACO,UPF7,4316,ENGINE STOPPED. MADE EMERGENCY LANDING IN ROUGH TERRAIN. REAR MAIN BEARING FAILED.
12/9/1979,NY,WHITE PLAINS,Hurricane,Day,Greater than 10 miles,null,Improper Level Off,Hard Landing,44,500,null,null,1000,null,1,BEECH,V35A,null,HARD LANDING DAMAGED NOSE GEAR.
3/21/1979,TX,HICO,Hurricane,Day,null,null,Delayed in Initiating Go-around,Collision With Fences and Posts,50,5,4,4,234,null,1,PIPER,PA22135,2095,"UNABLE TO STOP ON WET RUNWAY,PILOT ABORTED LANDING. STRUCK FENCE ON GO AROUND."
8/8/1978,OH,NEW CARLISLE,Hurricane,Day,null,null,Started Engine Without Assistance/Equipment,Collision With Other,56,200,null,null,300,null,1,ARONCA,O58B,null,AIRCRAFT JUMPED CHOCKS AFTER BEING HAND PROPPED. CIRCLED AND STRUCK PARKED AIRCRAFT.
5/17/1978,WV,THURMOND,Hurricane,Night,7,null,Failed to Avoid Objects or Obstructions,Collision With Wires-Poles,41,350,null,null,1062,null,1,CESSNA,172,null,"AFTER LOW APPROACH OVER RIVER, PILOT SAW CABLE ACROSS RIVER. STRUCK WING TIP ON CABLE."
9/6/1979,CA,EL MONTE,Hurricane,Day,null,null,null,Overshoot Landing,58,631,135,135,631,null,1,BEECH,F35,3100,PROP WENT INTO FLAT PITCH ON TAKEOFF. PROPELLER GOVERNOR CONTROL ARM FOUND TO BE OFF SHAFT. OVERSHOT RWY ON LANDING.
12/14/1979,CA,BIG BEAR CITY,Light Snow,Day,null,null,Failed to Avoid Objects or Obstructions,Collision With Other,54,904,null,null,25000,null,1,PIPER,PA28161,null,"WHILE TAXIING INTO SUN, PILOT HIT PARKED CAR WITH PROP, DAMAGED BOTH."
8/28/1978,OK,TULSA,Hurricane,Day,Greater than 10 miles,null,null,Gear Collapse,46,150,null,null,12000,null,1,MOONEY,M20C,null,VIOLENT NOSEWHEEL SHIMMY ON ROLLOUT. GEAR COLLAPSED AFTER LEVER WAS SHAKEN FROM DOWN POSITION.
5/20/1978,NH,ROCHESTER,Frontal Passage,Day,Greater than 10 miles,null,Landed Short,Loss of Directional Control - Ground Loop,null,300,null,null,5000,null,1,CHILD,S1SPITTS,null,AIRCRAFT STRUCK ROCK AND DAMAGED BRAKE. LOST DIRECTIONAL CONTROL.
6/4/1978,CA,CONCORD,Hurricane,Night,Greater than 10 miles,null,Inadvertant Retrieval of Landing Gear,Gear Retrieval,22,35,null,null,447,null,1,BEECH,35,null,PILOT INADVERTENTLY RETRACTED GEAR INSTEAD OF FLAPS AFTER TOUCHDOWN.
12/5/1979,OK,ELK CITY,Fog,Day,Greater than 10 miles,null,Full to Low Fuel,Other/Miscellaneous,24,90,null,null,200,null,1,CESSNA,150,null,"AIRCRAFT RAN OUT OF FUEL, PILOT LANDED 1/4 MILE SHORT OF RUNWAY."
